"date","season","home_team","away_team","home_goals","away_goals","result"
2021-10-20,"2021/2022","Chelsea eng","se Malmö",4,0,"H"
2021-10-20,"2021/2022","Lille fr","es Sevilla",0,0,"D"
2021-10-20,"2021/2022","Young Boys ch","es Villarreal",1,4,"A"
2021-10-20,"2021/2022","Zenit ru","it Juventus",0,1,"A"
2021-11-02,"2021/2022","Wolfsburg de","at RB Salzburg",2,1,"H"
2021-11-02,"2021/2022","Malmö se","eng Chelsea",0,1,"A"
2021-11-02,"2021/2022","Bayern Munich de","pt Benfica",5,2,"H"
2021-11-02,"2021/2022","Atalanta it","eng Manchester Utd",2,2,"D"
2021-11-02,"2021/2022","Villarreal es","ch Young Boys",2,0,"H"
2021-11-02,"2021/2022","Juventus it","ru Zenit",4,2,"H"
2021-11-02,"2021/2022","Sevilla es","fr Lille",1,2,"A"
2021-11-02,"2021/2022","Dynamo Kyiv ua","es Barcelona",0,1,"A"
2021-11-03,"2021/2022","Milan it","pt Porto",1,1,"D"
2021-11-03,"2021/2022","Real Madrid es","ua Shakhtar",2,1,"H"
2021-11-03,"2021/2022","Manchester City eng","be Club Brugge",4,1,"H"
2021-11-03,"2021/2022","Sporting CP pt","tr Beşiktaş",4,0,"H"
2021-11-03,"2021/2022","Liverpool eng","es Atlético Madrid",2,0,"H"
2021-11-03,"2021/2022","RB Leipzig de","fr Paris S-G",2,2,"D"
2021-11-03,"2021/2022","Dortmund de","nl Ajax",1,3,"A"
2021-11-03,"2021/2022","Sheriff Tiraspol md","it Inter",1,3,"A"
2021-11-23,"2021/2022","Villarreal es","eng Manchester Utd",0,2,"A"
2021-11-23,"2021/2022","Dynamo Kyiv ua","de Bayern Munich",1,2,"A"
2021-11-23,"2021/2022","Chelsea eng","it Juventus",4,0,"H"
2021-11-23,"2021/2022","Barcelona es","pt Benfica",0,0,"D"
2021-11-23,"2021/2022","Lille fr","at RB Salzburg",1,0,"H"
2021-11-23,"2021/2022","Young Boys ch","it Atalanta",3,3,"D"
2021-11-23,"2021/2022","Sevilla es","de Wolfsburg",2,0,"H"
2021-11-23,"2021/2022","Malmö se","ru Zenit",1,1,"D"
2021-11-24,"2021/2022","Inter it","ua Shakhtar",2,0,"H"
2021-11-24,"2021/2022","Manchester City eng","fr Paris S-G",2,1,"H"
2021-11-24,"2021/2022","Sporting CP pt","de Dortmund",3,1,"H"
2021-11-24,"2021/2022","Liverpool eng","pt Porto",2,0,"H"
2021-11-24,"2021/2022","Beşiktaş tr","nl Ajax",1,2,"A"
2021-11-24,"2021/2022","Atlético Madrid es","it Milan",0,1,"A"
2021-11-24,"2021/2022","Club Brugge be","de RB Leipzig",0,5,"A"
2021-11-24,"2021/2022","Sheriff Tiraspol md","es Real Madrid",0,3,"A"
2021-12-07,"2021/2022","Paris S-G fr","be Club Brugge",4,1,"H"
2021-12-07,"2021/2022","RB Leipzig de","eng Manchester City",2,1,"H"
2021-12-07,"2021/2022","Porto pt","es Atlético Madrid",1,3,"A"
2021-12-07,"2021/2022","Real Madrid es","it Inter",2,0,"H"
2021-12-07,"2021/2022","Dortmund de","tr Beşiktaş",5,0,"H"
2021-12-07,"2021/2022","Ajax nl","pt Sporting CP",4,2,"H"
2021-12-07,"2021/2022","Milan it","eng Liverpool",1,2,"A"
2021-12-07,"2021/2022","Shakhtar ua","md Sheriff Tiraspol",1,1,"D"
2021-12-08,"2021/2022","Juventus it","se Malmö",1,0,"H"
2021-12-08,"2021/2022","Benfica pt","ua Dynamo Kyiv",2,0,"H"
2021-12-08,"2021/2022","Manchester Utd eng","ch Young Boys",1,1,"D"
2021-12-08,"2021/2022","Zenit ru","eng Chelsea",3,3,"D"
2021-12-08,"2021/2022","Bayern Munich de","es Barcelona",3,0,"H"
2021-12-08,"2021/2022","Wolfsburg de","fr Lille",1,3,"A"
2021-12-08,"2021/2022","RB Salzburg at","es Sevilla",1,0,"H"
2021-12-09,"2021/2022","Atalanta it","es Villarreal",2,3,"A"
2022-02-15,"2021/2022","Sporting CP pt","eng Manchester City",0,5,"A"
2022-02-15,"2021/2022","Paris S-G fr","es Real Madrid",1,0,"H"
2022-02-16,"2021/2022","RB Salzburg at","de Bayern Munich",1,1,"D"
2022-02-16,"2021/2022","Inter it","eng Liverpool",0,2,"A"
2022-02-22,"2021/2022","Chelsea eng","fr Lille",2,0,"H"
2022-02-22,"2021/2022","Villarreal es","it Juventus",1,1,"D"
2022-02-23,"2021/2022","Benfica pt","nl Ajax",2,2,"D"
2022-02-23,"2021/2022","Atlético Madrid es","eng Manchester Utd",1,1,"D"
2022-03-08,"2021/2022","Liverpool eng","it Inter",0,1,"A"
2022-03-08,"2021/2022","Bayern Munich de","at RB Salzburg",7,1,"H"
2022-03-09,"2021/2022","Manchester City eng","pt Sporting CP",0,0,"D"
2022-03-09,"2021/2022","Real Madrid es","fr Paris S-G",3,1,"H"
2022-03-15,"2021/2022","Manchester Utd eng","es Atlético Madrid",0,1,"A"
2022-03-15,"2021/2022","Ajax nl","pt Benfica",0,1,"A"
2022-03-16,"2021/2022","Lille fr","eng Chelsea",1,2,"A"
2022-03-16,"2021/2022","Juventus it","es Villarreal",0,3,"A"
2022-04-05,"2021/2022","Benfica pt","eng Liverpool",1,3,"A"
2022-04-05,"2021/2022","Manchester City eng","es Atlético Madrid",1,0,"H"
2022-04-06,"2021/2022","Chelsea eng","es Real Madrid",1,3,"A"
2022-04-06,"2021/2022","Villarreal es","de Bayern Munich",1,0,"H"
2022-04-12,"2021/2022","Bayern Munich de","es Villarreal",1,1,"D"
2022-04-12,"2021/2022","Real Madrid es","eng Chelsea",2,3,"A"
2022-04-13,"2021/2022","Liverpool eng","pt Benfica",3,3,"D"
2022-04-13,"2021/2022","Atlético Madrid es","eng Manchester City",0,0,"D"
2022-04-26,"2021/2022","Manchester City eng","es Real Madrid",4,3,"H"
2022-04-27,"2021/2022","Liverpool eng","es Villarreal",2,0,"H"
2022-05-03,"2021/2022","Villarreal es","eng Liverpool",2,3,"A"
2022-05-04,"2021/2022","Real Madrid es","eng Manchester City",3,1,"H"
2022-05-28,"2021/2022","Liverpool eng","es Real Madrid",0,1,"A"
2022-09-06,"2022/2023","Dinamo Zagreb hr","eng Chelsea",1,0,"H"
2022-09-06,"2022/2023","Dortmund de","dk FC Copenhagen",3,0,"H"
2022-09-06,"2022/2023","Celtic sct","es Real Madrid",0,3,"A"
2022-09-06,"2022/2023","Benfica pt","il Maccabi Haifa",2,0,"H"
2022-09-06,"2022/2023","RB Salzburg at","it Milan",1,1,"D"
2022-09-06,"2022/2023","Sevilla es","eng Manchester City",0,4,"A"
2022-09-06,"2022/2023","RB Leipzig de","ua Shakhtar",1,4,"A"
2022-09-06,"2022/2023","Paris S-G fr","it Juventus",2,1,"H"
2022-09-07,"2022/2023","Ajax nl","sct Rangers",4,0,"H"
2022-09-07,"2022/2023","Eint Frankfurt de","pt Sporting CP",0,3,"A"
2022-09-07,"2022/2023","Tottenham eng","fr Marseille",2,0,"H"
2022-09-07,"2022/2023","Napoli it","eng Liverpool",4,1,"H"
2022-09-07,"2022/2023","Atlético Madrid es","pt Porto",2,1,"H"
2022-09-07,"2022/2023","Barcelona es","cz Viktoria Plzeň",5,1,"H"
2022-09-07,"2022/2023","Inter it","de Bayern Munich",0,2,"A"
2022-09-07,"2022/2023","Club Brugge be","de Leverkusen",1,0,"H"
2022-09-13,"2022/2023","Sporting CP pt","eng Tottenham",2,0,"H"
2022-09-13,"2022/2023","Viktoria Plzeň cz","it Inter",0,2,"A"
2022-09-13,"2022/2023","Liverpool eng","nl Ajax",2,1,"H"
2022-09-13,"2022/2023","Porto pt","be Club Brugge",0,4,"A"
2022-09-13,"2022/2023","Leverkusen de","es Atlético Madrid",2,0,"H"
2022-09-13,"2022/2023","Marseille fr","de Eint Frankfurt",0,1,"A"
2022-09-13,"2022/2023","Bayern Munich de","es Barcelona",2,0,"H"
2022-09-14,"2022/2023","Milan it","hr Dinamo Zagreb",3,1,"H"
2022-09-14,"2022/2023","Shakhtar ua","sct Celtic",1,1,"D"
2022-09-14,"2022/2023","Rangers sct","it Napoli",0,3,"A"
2022-09-14,"2022/2023","Chelsea eng","at RB Salzburg",1,1,"D"
2022-09-14,"2022/2023","Manchester City eng","de Dortmund",2,1,"H"
2022-09-14,"2022/2023","FC Copenhagen dk","es Sevilla",0,0,"D"
2022-09-14,"2022/2023","Juventus it","pt Benfica",1,2,"A"
2022-09-14,"2022/2023","Real Madrid es","de RB Leipzig",2,0,"H"
2022-09-14,"2022/2023","Maccabi Haifa il","fr Paris S-G",1,3,"A"
2022-10-04,"2022/2023","Bayern Munich de","cz Viktoria Plzeň",5,0,"H"
2022-10-04,"2022/2023","Marseille fr","pt Sporting CP",4,1,"H"
2022-10-04,"2022/2023","Liverpool eng","sct Rangers",2,0,"H"
2022-10-04,"2022/2023","Porto pt","de Leverkusen",2,0,"H"
2022-10-04,"2022/2023","Eint Frankfurt de","eng Tottenham",0,0,"D"
2022-10-04,"2022/2023","Inter it","es Barcelona",1,0,"H"
2022-10-04,"2022/2023","Ajax nl","it Napoli",1,6,"A"
2022-10-04,"2022/2023","Club Brugge be","es Atlético Madrid",2,0,"H"
2022-10-05,"2022/2023","RB Leipzig de","sct Celtic",3,1,"H"
2022-10-05,"2022/2023","RB Salzburg at","hr Dinamo Zagreb",1,0,"H"
2022-10-05,"2022/2023","Chelsea eng","it Milan",3,0,"H"
2022-10-05,"2022/2023","Benfica pt","fr Paris S-G",1,1,"D"
2022-10-05,"2022/2023","Manchester City eng","dk FC Copenhagen",5,0,"H"
2022-10-05,"2022/2023","Real Madrid es","ua Shakhtar",2,1,"H"
2022-10-05,"2022/2023","Sevilla es","de Dortmund",1,4,"A"
2022-10-05,"2022/2023","Juventus it","il Maccabi Haifa",3,1,"H"
2022-10-11,"2022/2023","FC Copenhagen dk","eng Manchester City",0,0,"D"
2022-10-11,"2022/2023","Maccabi Haifa il","it Juventus",2,0,"H"
2022-10-11,"2022/2023","Celtic sct","de RB Leipzig",0,2,"A"
2022-10-11,"2022/2023","Dortmund de","es Sevilla",1,1,"D"
2022-10-11,"2022/2023","Paris S-G fr","pt Benfica",1,1,"D"
2022-10-11,"2022/2023","Milan it","eng Chelsea",0,2,"A"
2022-10-11,"2022/2023","Dinamo Zagreb hr","at RB Salzburg",1,1,"D"
2022-10-11,"2022/2023","Shakhtar ua","es Real Madrid",1,1,"D"
2022-10-12,"2022/2023","Napoli it","nl Ajax",4,2,"H"
2022-10-12,"2022/2023","Atlético Madrid es","be Club Brugge",0,0,"D"
2022-10-12,"2022/2023","Sporting CP pt","fr Marseille",0,2,"A"
2022-10-12,"2022/2023","Rangers sct","eng Liverpool",1,7,"A"
2022-10-12,"2022/2023","Tottenham eng","de Eint Frankfurt",3,2,"H"
2022-10-12,"2022/2023","Viktoria Plzeň cz","de Bayern Munich",2,4,"A"
2022-10-12,"2022/2023","Leverkusen de","pt Porto",0,3,"A"
2022-10-12,"2022/2023","Barcelona es","it Inter",3,3,"D"
2022-10-25,"2022/2023","Sevilla es","dk FC Copenhagen",3,0,"H"
2022-10-25,"2022/2023","RB Salzburg at","eng Chelsea",1,2,"A"
2022-10-25,"2022/2023","Benfica pt","it Juventus",4,3,"H"
2022-10-25,"2022/2023","Celtic sct","ua Shakhtar",1,1,"D"
2022-10-25,"2022/2023","Paris S-G fr","il Maccabi Haifa",7,2,"H"
2022-10-25,"2022/2023","Dortmund de","eng Manchester City",0,0,"D"
2022-10-25,"2022/2023","RB Leipzig de","es Real Madrid",3,2,"H"
2022-10-25,"2022/2023","Dinamo Zagreb hr","it Milan",0,4,"A"
2022-10-26,"2022/2023","Club Brugge be","pt Porto",0,4,"A"
2022-10-26,"2022/2023","Inter it","cz Viktoria Plzeň",4,0,"H"
2022-10-26,"2022/2023","Tottenham eng","pt Sporting CP",1,1,"D"
2022-10-26,"2022/2023","Eint Frankfurt de","fr Marseille",2,1,"H"
2022-10-26,"2022/2023","Atlético Madrid es","de Leverkusen",2,2,"D"
2022-10-26,"2022/2023","Barcelona es","de Bayern Munich",0,3,"A"
2022-10-26,"2022/2023","Ajax nl","eng Liverpool",0,3,"A"
2022-10-26,"2022/2023","Napoli it","sct Rangers",3,0,"H"
2022-11-01,"2022/2023","Porto pt","es Atlético Madrid",2,1,"H"
2022-11-01,"2022/2023","Leverkusen de","be Club Brugge",0,0,"D"
2022-11-01,"2022/2023","Liverpool eng","it Napoli",2,0,"H"
2022-11-01,"2022/2023","Rangers sct","nl Ajax",1,3,"A"
2022-11-01,"2022/2023","Sporting CP pt","de Eint Frankfurt",1,2,"A"
2022-11-01,"2022/2023","Marseille fr","eng Tottenham",1,2,"A"
2022-11-01,"2022/2023","Bayern Munich de","it Inter",2,0,"H"
2022-11-01,"2022/2023","Viktoria Plzeň cz","es Barcelona",2,4,"A"
2022-11-02,"2022/2023","Real Madrid es","sct Celtic",5,1,"H"
2022-11-02,"2022/2023","Shakhtar ua","de RB Leipzig",0,4,"A"
2022-11-02,"2022/2023","Manchester City eng","es Sevilla",3,1,"H"
2022-11-02,"2022/2023","Chelsea eng","hr Dinamo Zagreb",2,1,"H"
2022-11-02,"2022/2023","FC Copenhagen dk","de Dortmund",1,1,"D"
2022-11-02,"2022/2023","Juventus it","fr Paris S-G",1,2,"A"
2022-11-02,"2022/2023","Milan it","at RB Salzburg",4,0,"H"
2022-11-02,"2022/2023","Maccabi Haifa il","pt Benfica",1,6,"A"
2023-02-14,"2022/2023","Paris S-G fr","de Bayern Munich",0,1,"A"
2023-02-14,"2022/2023","Milan it","eng Tottenham",1,0,"H"
2023-02-15,"2022/2023","Dortmund de","eng Chelsea",1,0,"H"
2023-02-15,"2022/2023","Club Brugge be","pt Benfica",0,2,"A"
2023-02-21,"2022/2023","Liverpool eng","es Real Madrid",2,5,"A"
2023-02-21,"2022/2023","Eint Frankfurt de","it Napoli",0,2,"A"
2023-02-22,"2022/2023","RB Leipzig de","eng Manchester City",1,1,"D"
2023-02-22,"2022/2023","Inter it","pt Porto",1,0,"H"
2023-03-07,"2022/2023","Chelsea eng","de Dortmund",2,0,"H"
2023-03-07,"2022/2023","Benfica pt","be Club Brugge",5,1,"H"
2023-03-08,"2022/2023","Tottenham eng","it Milan",0,0,"D"
2023-03-08,"2022/2023","Bayern Munich de","fr Paris S-G",2,0,"H"
2023-03-14,"2022/2023","Porto pt","it Inter",0,0,"D"
2023-03-14,"2022/2023","Manchester City eng","de RB Leipzig",7,0,"H"
2023-03-15,"2022/2023","Napoli it","de Eint Frankfurt",3,0,"H"
2023-03-15,"2022/2023","Real Madrid es","eng Liverpool",1,0,"H"
2023-04-11,"2022/2023","Benfica pt","it Inter",0,2,"A"
2023-04-11,"2022/2023","Manchester City eng","de Bayern Munich",3,0,"H"
2023-04-12,"2022/2023","Real Madrid es","eng Chelsea",2,0,"H"
2023-04-12,"2022/2023","Milan it","it Napoli",1,0,"H"
2023-04-18,"2022/2023","Chelsea eng","es Real Madrid",0,2,"A"
2023-04-18,"2022/2023","Napoli it","it Milan",1,1,"D"
2023-04-19,"2022/2023","Bayern Munich de","eng Manchester City",1,1,"D"
2023-04-19,"2022/2023","Inter it","pt Benfica",3,3,"D"
2023-05-09,"2022/2023","Real Madrid es","eng Manchester City",1,1,"D"
2023-05-10,"2022/2023","Milan it","it Inter",0,2,"A"
2023-05-16,"2022/2023","Inter it","it Milan",1,0,"H"
2023-05-17,"2022/2023","Manchester City eng","es Real Madrid",4,0,"H"
2023-06-10,"2022/2023","Manchester City eng","it Inter",1,0,"H"
2023-09-19,"2023/2024","Milan it","eng Newcastle Utd",0,0,"D"
2023-09-19,"2023/2024","Young Boys ch","de RB Leipzig",1,3,"A"
2023-09-19,"2023/2024","Manchester City eng","rs Red Star",3,1,"H"
2023-09-19,"2023/2024","Paris S-G fr","de Dortmund",2,0,"H"
2023-09-19,"2023/2024","Lazio it","es Atlético Madrid",1,1,"D"
2023-09-19,"2023/2024","Feyenoord nl","sct Celtic",2,0,"H"
2023-09-19,"2023/2024","Barcelona es","be Antwerp",5,0,"H"
2023-09-19,"2023/2024","Shakhtar ua","pt Porto",1,3,"A"
2023-09-20,"2023/2024","Real Madrid es","de Union Berlin",1,0,"H"
2023-09-20,"2023/2024","Galatasaray tr","dk FC Copenhagen",2,2,"D"
2023-09-20,"2023/2024","Braga pt","it Napoli",1,2,"A"
2023-09-20,"2023/2024","Arsenal eng","nl PSV Eindhoven",4,0,"H"
2023-09-20,"2023/2024","Benfica pt","at RB Salzburg",0,2,"A"
2023-09-20,"2023/2024","Sevilla es","fr Lens",1,1,"D"
2023-09-20,"2023/2024","Bayern Munich de","eng Manchester Utd",4,3,"H"
2023-09-20,"2023/2024","Real Sociedad es","it Inter",1,1,"D"
2023-10-03,"2023/2024","RB Salzburg at","es Real Sociedad",0,2,"A"
2023-10-03,"2023/2024","Union Berlin de","pt Braga",2,3,"A"
2023-10-03,"2023/2024","Manchester Utd eng","tr Galatasaray",2,3,"A"
2023-10-03,"2023/2024","PSV Eindhoven nl","es Sevilla",2,2,"D"
2023-10-03,"2023/2024","Inter it","pt Benfica",1,0,"H"
2023-10-03,"2023/2024","FC Copenhagen dk","de Bayern Munich",1,2,"A"
2023-10-03,"2023/2024","Napoli it","es Real Madrid",2,3,"A"
2023-10-03,"2023/2024","Lens fr","eng Arsenal",2,1,"H"
2023-10-04,"2023/2024","Atlético Madrid es","nl Feyenoord",3,2,"H"
2023-10-04,"2023/2024","Antwerp be","ua Shakhtar",2,3,"A"
2023-10-04,"2023/2024","Newcastle Utd eng","fr Paris S-G",4,1,"H"
2023-10-04,"2023/2024","Porto pt","es Barcelona",0,1,"A"
2023-10-04,"2023/2024","Celtic sct","it Lazio",1,2,"A"
2023-10-04,"2023/2024","RB Leipzig de","eng Manchester City",1,3,"A"
2023-10-04,"2023/2024","Dortmund de","it Milan",0,0,"D"
2023-10-04,"2023/2024","Red Star rs","ch Young Boys",2,2,"D"
2023-10-24,"2023/2024","Inter it","at RB Salzburg",2,1,"H"
2023-10-24,"2023/2024","Galatasaray tr","de Bayern Munich",1,3,"A"
2023-10-24,"2023/2024","Manchester Utd eng","dk FC Copenhagen",1,0,"H"
2023-10-24,"2023/2024","Benfica pt","es Real Sociedad",0,1,"A"
2023-10-24,"2023/2024","Braga pt","es Real Madrid",1,2,"A"
2023-10-24,"2023/2024","Sevilla es","eng Arsenal",1,2,"A"
2023-10-24,"2023/2024","Lens fr","nl PSV Eindhoven",1,1,"D"
2023-10-24,"2023/2024","Union Berlin de","it Napoli",0,1,"A"
2023-10-25,"2023/2024","Barcelona es","ua Shakhtar",2,1,"H"
2023-10-25,"2023/2024","Feyenoord nl","it Lazio",3,1,"H"
2023-10-25,"2023/2024","Celtic sct","es Atlético Madrid",2,2,"D"
2023-10-25,"2023/2024","Newcastle Utd eng","de Dortmund",0,1,"A"
2023-10-25,"2023/2024","Antwerp be","pt Porto",1,4,"A"
2023-10-25,"2023/2024","Young Boys ch","eng Manchester City",1,3,"A"
2023-10-25,"2023/2024","Paris S-G fr","it Milan",3,0,"H"
2023-10-25,"2023/2024","RB Leipzig de","rs Red Star",3,1,"H"
2023-11-07,"2023/2024","Dortmund de","eng Newcastle Utd",2,0,"H"
2023-11-07,"2023/2024","Shakhtar ua","es Barcelona",1,0,"H"
2023-11-07,"2023/2024","Manchester City eng","ch Young Boys",3,0,"H"
2023-11-07,"2023/2024","Porto pt","be Antwerp",2,0,"H"
2023-11-07,"2023/2024","Red Star rs","de RB Leipzig",1,2,"A"
2023-11-07,"2023/2024","Milan it","fr Paris S-G",2,1,"H"
2023-11-07,"2023/2024","Atlético Madrid es","sct Celtic",6,0,"H"
2023-11-07,"2023/2024","Lazio it","nl Feyenoord",1,0,"H"
2023-11-08,"2023/2024","Real Sociedad es","pt Benfica",3,1,"H"
2023-11-08,"2023/2024","Napoli it","de Union Berlin",1,1,"D"
2023-11-08,"2023/2024","Arsenal eng","es Sevilla",2,0,"H"
2023-11-08,"2023/2024","PSV Eindhoven nl","fr Lens",1,0,"H"
2023-11-08,"2023/2024","RB Salzburg at","it Inter",0,1,"A"
2023-11-08,"2023/2024","FC Copenhagen dk","eng Manchester Utd",4,3,"H"
2023-11-08,"2023/2024","Bayern Munich de","tr Galatasaray",2,1,"H"
2023-11-08,"2023/2024","Real Madrid es","pt Braga",3,0,"H"
2023-11-28,"2023/2024","Lazio it","sct Celtic",2,0,"H"
2023-11-28,"2023/2024","Shakhtar ua","be Antwerp",1,0,"H"
2023-11-28,"2023/2024","Manchester City eng","de RB Leipzig",3,2,"H"
2023-11-28,"2023/2024","Milan it","de Dortmund",1,3,"A"
2023-11-28,"2023/2024","Paris S-G fr","eng Newcastle Utd",1,1,"D"
2023-11-28,"2023/2024","Feyenoord nl","es Atlético Madrid",1,3,"A"
2023-11-28,"2023/2024","Young Boys ch","rs Red Star",2,0,"H"
2023-11-28,"2023/2024","Barcelona es","pt Porto",2,1,"H"
2023-11-29,"2023/2024","Sevilla es","nl PSV Eindhoven",2,3,"A"
2023-11-29,"2023/2024","Benfica pt","it Inter",3,3,"D"
2023-11-29,"2023/2024","Braga pt","de Union Berlin",1,1,"D"
2023-11-29,"2023/2024","Arsenal eng","fr Lens",6,0,"H"
2023-11-29,"2023/2024","Galatasaray tr","eng Manchester Utd",3,3,"D"
2023-11-29,"2023/2024","Bayern Munich de","dk FC Copenhagen",0,0,"D"
2023-11-29,"2023/2024","Real Madrid es","it Napoli",4,2,"H"
2023-11-29,"2023/2024","Real Sociedad es","at RB Salzburg",0,0,"D"
2023-12-12,"2023/2024","Lens fr","es Sevilla",2,1,"H"
2023-12-12,"2023/2024","PSV Eindhoven nl","eng Arsenal",1,1,"D"
2023-12-12,"2023/2024","Manchester Utd eng","de Bayern Munich",0,1,"A"
2023-12-12,"2023/2024","FC Copenhagen dk","tr Galatasaray",1,0,"H"
2023-12-12,"2023/2024","Inter it","es Real Sociedad",0,0,"D"
2023-12-12,"2023/2024","RB Salzburg at","pt Benfica",1,3,"A"
2023-12-12,"2023/2024","Union Berlin de","es Real Madrid",2,3,"A"
2023-12-12,"2023/2024","Napoli it","pt Braga",2,0,"H"
2023-12-13,"2023/2024","RB Leipzig de","ch Young Boys",2,1,"H"
2023-12-13,"2023/2024","Red Star rs","eng Manchester City",2,3,"A"
2023-12-13,"2023/2024","Newcastle Utd eng","it Milan",1,2,"A"
2023-12-13,"2023/2024","Porto pt","ua Shakhtar",5,3,"H"
2023-12-13,"2023/2024","Celtic sct","nl Feyenoord",2,1,"H"
2023-12-13,"2023/2024","Antwerp be","es Barcelona",3,2,"H"
2023-12-13,"2023/2024","Dortmund de","fr Paris S-G",1,1,"D"
2023-12-13,"2023/2024","Atlético Madrid es","it Lazio",2,0,"H"
2024-02-13,"2023/2024","RB Leipzig de","es Real Madrid",0,1,"A"
2024-02-13,"2023/2024","FC Copenhagen dk","eng Manchester City",1,3,"A"
2024-02-14,"2023/2024","Lazio it","de Bayern Munich",1,0,"H"
2024-02-14,"2023/2024","Paris S-G fr","es Real Sociedad",2,0,"H"
2024-02-20,"2023/2024","PSV Eindhoven nl","de Dortmund",1,1,"D"
2024-02-20,"2023/2024","Inter it","es Atlético Madrid",1,0,"H"
2024-02-21,"2023/2024","Porto pt","eng Arsenal",1,0,"H"
2024-02-21,"2023/2024","Napoli it","es Barcelona",1,1,"D"
2024-03-05,"2023/2024","Bayern Munich de","it Lazio",3,0,"H"
2024-03-05,"2023/2024","Real Sociedad es","fr Paris S-G",1,2,"A"
2024-03-06,"2023/2024","Manchester City eng","dk FC Copenhagen",3,1,"H"
2024-03-06,"2023/2024","Real Madrid es","de RB Leipzig",1,1,"D"
2024-03-12,"2023/2024","Arsenal eng","pt Porto",1,1,"D"
2024-03-12,"2023/2024","Barcelona es","it Napoli",3,1,"H"
2024-03-13,"2023/2024","Dortmund de","nl PSV Eindhoven",2,0,"H"
2024-03-13,"2023/2024","Atlético Madrid es","it Inter",2,2,"D"
2024-04-09,"2023/2024","Arsenal eng","de Bayern Munich",2,2,"D"
2024-04-09,"2023/2024","Real Madrid es","eng Manchester City",3,3,"D"
2024-04-10,"2023/2024","Atlético Madrid es","de Dortmund",2,1,"H"
2024-04-10,"2023/2024","Paris S-G fr","es Barcelona",2,3,"A"
2024-04-16,"2023/2024","Barcelona es","fr Paris S-G",1,4,"A"
2024-04-16,"2023/2024","Dortmund de","es Atlético Madrid",4,2,"H"
2024-04-17,"2023/2024","Manchester City eng","es Real Madrid",1,1,"D"
2024-04-17,"2023/2024","Bayern Munich de","eng Arsenal",1,0,"H"
2024-04-30,"2023/2024","Bayern Munich de","es Real Madrid",2,2,"D"
2024-05-01,"2023/2024","Dortmund de","fr Paris S-G",1,0,"H"
2024-05-07,"2023/2024","Paris S-G fr","de Dortmund",0,1,"A"
2024-05-08,"2023/2024","Real Madrid es","de Bayern Munich",2,1,"H"
2024-06-01,"2023/2024","Dortmund de","es Real Madrid",0,2,"A"
